Rk,Player,From,To,Yrs,G,MP_total,FG,FGA,3P,3PA,FT,FTA,ORB,TRB_total,AST_total,STL,BLK,TOV,PF,PTS_total,FG%,3P%,FT%,MP,PTS,TRB,AST
18,Vin Baker,2004,2005,2,41,504,53,137,1,3,39,60,53,107,21,9,13,40,93,146,.387,.333,.650,12.3,3.6,2.6,0.5
19,Renaldo Balkman,2007,2012,4,150,2149,247,497,9,50,100,196,187,539,89,106,77,93,296,603,.497,.180,.510,14.3,4.0,3.6,0.6
20,Ken Bannister,1985,1986,2,145,2809,444,924,0,1,222,441,197,652,81,80,64,270,487,1110,.481,.000,.503,19.4,7.7,4.5,0.6
21,Andrea Bargnani,2014,2015,2,71,2042,386,863,45,149,171,209,101,349,91,16,79,100,153,988,.447,.302,.818,28.8,13.9,4.9,1.3
22,Tom Barker,1979,1979,1,22,329,44,102,,,14,20,31,83,9,6,7,20,45,102,.431,,.700,15.0,4.6,3.8,0.4
23,Jim Barnes,1965,1966,2,82,2849,494,1160,,,281,421,,801,102,,,,345,1269,.426,,.667,34.7,15.5,9.8,1.2
24,Matt Barnes,2006,2006,1,6,93,11,30,1,4,3,4,7,24,6,4,0,6,8,26,.367,.250,.750,15.5,4.3,4.0,1.0
25,Dick Barnett,1966,1974,9,604,18442,3742,8065,,,1958,2594,1,1682,1730,1,0,,1616,9442,.464,,.755,30.5,15.6,2.8,2.9
26,Jim Barnett,1975,1976,2,99,1564,234,543,,,133,164,63,139,129,36,3,,137,601,.431,,.811,15.8,6.1,1.4,1.3
27,Earl Barron,2010,2013,2,8,269,35,82,0,0,23,31,37,95,10,4,5,12,25,93,.427,,.742,33.6,11.6,11.9,1.3
28,Ed Bartels,1950,1950,1,2,,1,4,,,2,3,,,0,,,,2,4,.250,,.667,,2.0,,0.0
29,Butch Beard,1976,1979,4,216,4595,660,1339,,,321,424,216,704,675,252,14,164,531,1641,.493,,.757,21.3,7.6,3.3,3.1
30,Ron Behagen,1979,1979,1,5,38,5,12,,,2,2,2,11,2,2,0,4,8,12,.417,,1.000,7.6,2.4,2.2,0.4
31,Walt Bellamy,1966,1969,4,268,9925,1919,3679,,,1234,1933,,3562,664,,,,919,5072,.522,,.638,37.0,18.9,13.3,2.5
32,Dennis Bell,1974,1976,3,63,545,76,203,,,23,43,52,119,28,28,10,,65,175,.374,,.535,8.7,2.8,1.9,0.4
33,Whitey Bell,1960,1961,2,36,494,77,203,,,29,46,,94,56,,,,66,183,.379,,.630,13.7,5.1,2.6,1.6
34,Jonathan Bender,2010,2010,1,25,292,40,100,14,39,24,26,15,52,16,2,17,28,33,118,.400,.359,.923,11.7,4.7,2.1,0.6
35,Gary Bergen,1957,1957,1,6,40,3,11,,,2,2,,8,1,,,,4,8,.273,,1.000,6.7,1.3,1.3,0.2
36,Henry Bibby,1973,1975,3,168,2337,467,1070,,,215,270,77,302,260,94,5,,286,1149,.436,,.796,13.9,6.8,1.8,1.5
37,Mike Bibby,2012,2012,1,39,557,35,124,27,85,6,8,5,59,80,21,3,20,45,103,.282,.318,.750,14.3,2.6,1.5,2.1
38,Chauncey Billups,2011,2011,1,21,664,104,258,41,125,119,132,13,65,116,19,2,48,52,368,.403,.328,.902,31.6,17.5,3.1,5.5
39,Jerry Bird,1959,1959,1,11,45,12,32,,,1,1,,12,4,,,,7,25,.375,,1.000,4.1,2.3,1.1,0.4
40,Rolando Blackman,1993,1994,2,115,2403,400,908,61,157,119,143,46,195,233,47,16,109,229,980,.441,.389,.832,20.9,8.5,1.7,2.0
41,George Blaney,1962,1962,1,36,363,54,142,,,9,17,,36,45,,,,34,117,.380,,.529,10.1,3.3,1.0,1.3
42,Etdrick Bohannon,2000,2000,1,2,5,0,0,0,0,3,4,1,1,0,0,0,2,1,3,,,.750,2.5,1.5,0.5,0.0
43,Anthony Bonner,1994,1995,2,131,2528,250,481,1,5,94,172,263,606,168,124,36,168,334,595,.520,.200,.547,19.3,4.5,4.6,1.3
44,Bob Boozer,1964,1965,2,129,3791,753,1725,,,486,632,,1022,171,,,,331,1992,.437,,.769,29.4,15.4,7.9,1.3
45,Vince Boryla,1950,1954,5,285,5162,1187,3200,,,813,996,,831,610,,,,922,3187,.371,,.816,32.3,11.2,3.7,2.1
46,Anthony Bowie,1998,1998,1,27,224,32,59,3,4,8,9,9,26,11,6,2,7,25,75,.542,.750,.889,8.3,2.8,1.0,0.4
47,Nate Bowman,1968,1970,3,190,1623,232,595,,,80,155,,590,119,,,,400,544,.390,,.516,8.5,2.9,3.1,0.6
48,Alex Bradley,1982,1982,1,39,331,54,103,0,1,29,48,31,65,11,12,5,28,37,137,.524,.000,.604,8.5,3.5,1.7,0.3
