Rk,Player,From,To,Yrs,G,MP_total,FG,FGA,3P,3PA,FT,FTA,ORB,TRB_total,AST_total,STL,BLK,TOV,PF,PTS_total,FG%,3P%,FT%,MP,PTS,TRB,AST
43,Damone Brown,2005,2005,1,14,152,23,62,4,11,4,9,10,28,14,1,6,15,17,54,.371,.364,.444,10.9,3.9,2.0,1.0
44,Dee Brown,2009,2009,1,17,233,17,44,6,20,1,3,7,28,33,10,0,14,22,41,.386,.300,.333,13.7,2.4,1.6,1.9
45,Kwame Brown,2002,2005,4,253,5737,715,1571,1,6,517,779,441,1380,252,157,173,360,520,1948,.455,.167,.664,22.7,7.7,5.5,1.0
46,Lewis Brown,1981,1981,1,2,5,0,3,0,0,2,5,1,2,0,0,0,1,2,2,.000,,.400,2.5,1.0,1.0,0.0
47,Steve Burtt,1993,1993,1,4,35,10,26,1,3,8,10,2,3,6,2,0,4,5,29,.385,.333,.800,8.8,7.3,0.8,1.5
48,Al Butler,1965,1965,1,25,172,24,73,,,11,15,,21,12,,,,25,59,.329,,.733,6.9,2.4,0.8,0.5
49,Caron Butler,2006,2010,5,310,11934,2168,4783,215,682,1338,1535,540,2051,1100,563,90,829,877,5889,.453,.315,.872,38.5,19.0,6.6,3.5
50,Mitchell Butler,1994,2004,4,253,4285,563,1279,70,236,290,472,202,584,267,178,46,284,444,1486,.440,.297,.614,16.9,5.9,2.3,1.1
51,Rasual Butler,2015,2015,1,75,1505,218,517,91,235,53,67,27,197,63,29,22,48,98,580,.422,.387,.791,20.1,7.7,2.6,0.8
52,Will Bynum,2015,2015,1,7,67,10,31,0,9,2,4,2,6,18,1,1,8,9,22,.323,.000,.500,9.6,3.1,0.9,2.6
53,Barney Cable,1962,1964,3,105,2164,264,671,,,91,134,,493,119,,,,270,619,.393,,.679,20.6,5.9,4.7,1.1
54,Brian Cardinal,2003,2003,1,5,15,1,4,0,1,2,2,3,5,1,0,0,1,0,4,.250,.000,1.000,3.0,0.8,1.0,0.2
55,Howie Carl,1962,1962,1,31,382,67,201,,,36,51,,39,57,,,,41,170,.333,,.706,12.3,5.5,1.3,1.8
56,Austin Carr,1981,1981,1,39,580,80,206,0,7,32,50,18,52,49,14,2,32,43,192,.388,.000,.640,14.9,4.9,1.3,1.3
57,Fred Carter,1970,1972,3,155,2994,503,1281,,,202,308,,462,298,,,,309,1208,.393,,.656,19.3,7.8,3.0,1.9
58,Terry Catledge,1987,1989,3,227,5836,1043,2101,1,11,506,824,658,1529,194,122,48,366,617,2593,.496,.091,.614,25.7,11.4,6.7,0.9
59,Rex Chapman,1992,1995,4,166,4815,977,2118,193,557,437,528,100,351,432,165,33,261,291,2584,.461,.346,.828,29.0,15.6,2.1,2.6
60,Calbert Cheaney,1994,1999,6,424,13097,2254,4856,176,580,715,1007,445,1483,817,422,119,628,1204,5399,.464,.303,.710,30.9,12.7,3.5,1.9
61,Phil Chenier,1972,1980,9,546,18654,4057,9103,3,6,1661,2059,356,2020,1688,667,228,127,1104,9778,.446,.500,.807,34.2,17.9,3.7,3.1
