Rk,Player,From,To,Yrs,G,MP_total,FG,FGA,3P,3PA,FT,FTA,ORB,TRB_total,AST_total,STL,BLK,TOV,PF,PTS_total,FG%,3P%,FT%,MP,PTS,TRB,AST
131,Tracy Jackson,1984,1984,1,2,10,1,4,0,0,4,4,1,1,0,0,0,1,3,6,.250,,1.000,5.0,3.0,0.5,0.0
132,Jarrett Jack,2009,2009,1,82,2716,386,853,78,221,224,263,44,276,338,88,17,184,179,1074,.453,.353,.852,33.1,13.1,3.4,4.1
133,Sarunas Jasikevicius,2006,2007,2,112,2221,261,650,118,322,180,197,29,201,338,53,4,175,161,820,.402,.366,.914,19.8,7.3,1.8,3.0
134,Britton Johnsen,2005,2005,1,6,87,6,22,0,4,0,0,5,10,4,1,0,3,10,12,.273,.000,,14.5,2.0,1.7,0.7
135,Anthony Johnson,2004,2006,3,211,5326,637,1470,133,385,266,348,91,477,828,186,45,286,414,1673,.433,.345,.764,25.2,7.9,2.3,3.9
136,Clemon Johnson,1980,1983,4,290,6379,954,1902,0,2,386,617,617,1752,501,203,415,425,774,2294,.502,.000,.626,22.0,7.9,6.0,1.7
137,Eddie Johnson,1996,1997,2,90,1308,239,572,54,156,90,106,48,193,86,25,5,73,137,622,.418,.346,.849,14.5,6.9,2.1,1.0
138,George Johnson,1981,1984,4,265,6020,1122,2427,18,92,502,644,486,1500,541,242,150,581,802,2764,.462,.196,.780,22.7,10.4,5.7,2.0
139,Gus Johnson,1973,1973,1,50,753,132,299,4,21,31,42,85,245,62,,,70,113,299,.441,.190,.738,15.1,6.0,4.9,1.2
140,Mickey Johnson,1980,1980,1,82,2647,588,1271,5,32,385,482,258,681,344,153,112,286,291,1566,.463,.156,.799,32.3,19.1,8.3,4.2
141,Orlando Johnson,2013,2014,2,89,961,105,276,44,135,40,54,27,161,63,17,10,43,74,294,.380,.326,.741,10.8,3.3,1.8,0.7
142,Dahntay Jones,2010,2012,3,186,3533,502,1118,51,148,350,446,75,411,246,83,57,206,426,1405,.449,.345,.785,19.0,7.6,2.2,1.3
143,Fred Jones,2003,2006,4,245,5728,640,1541,179,512,425,520,81,547,528,187,70,300,458,1884,.415,.350,.817,23.4,7.7,2.2,2.2
144,James Jones,2004,2005,2,81,1356,128,327,67,170,55,64,39,176,57,32,28,43,124,378,.391,.394,.859,16.7,4.7,2.2,0.7
145,Solomon Jones,2010,2011,2,91,1203,127,297,0,4,92,133,96,257,62,26,59,75,219,346,.428,.000,.692,13.2,3.8,2.8,0.7
146,Wil Jones,1977,1977,1,80,2709,438,1019,,,166,223,218,604,189,102,80,,305,1042,.430,,.744,33.9,13.0,7.6,2.4
147,Charles Jordan,1976,1976,1,71,855,162,373,2,10,43,72,94,216,53,33,13,84,184,369,.434,.200,.597,12.0,5.2,3.0,0.7
148,Kevin Joyce,1974,1975,2,137,3815,701,1677,13,69,206,258,93,255,450,139,31,231,345,1621,.418,.188,.798,27.8,11.8,1.9,3.3
149,Butch Joyner,1969,1969,1,2,5,0,0,0,0,0,0,0,1,0,,,0,1,0,,,,2.5,0.0,0.5,0.0
150,Bill Keller,1970,1976,7,556,13609,2440,5740,506,1495,1202,1378,515,1349,1980,155,11,970,903,6588,.425,.338,.872,24.5,11.8,2.4,3.6
151,Clark Kellogg,1983,1987,5,260,8514,2008,4041,23,68,879,1161,852,2482,764,381,105,731,858,4918,.497,.338,.757,32.7,18.9,9.5,2.9
152,Arvesta Kelly,1972,1972,1,4,41,3,9,0,0,0,0,1,7,2,,,2,10,6,.333,,,10.3,1.5,1.8,0.5
153,Greg Kelser,1985,1985,1,10,114,21,53,0,1,20,28,6,19,13,7,0,12,16,62,.396,.000,.714,11.4,6.2,1.9,1.3
154,Lari Ketner,2001,2001,1,3,7,0,0,0,0,0,0,0,0,1,0,0,2,0,0,,,,2.3,0.0,0.0,0.3
155,Greg Kite,1995,1995,1,9,61,3,14,0,0,2,10,10,18,1,0,0,5,13,8,.214,,.200,6.8,0.9,2.0,0.1
156,Billy Knight,1975,1983,8,585,17787,4228,8235,29,116,2295,2778,1430,3448,1395,651,119,1270,1197,10780,.513,.250,.826,30.4,18.4,5.9,2.4
157,Ronald Kozlicki,1968,1968,1,37,354,41,121,6,29,21,34,,69,14,,,19,31,109,.339,.207,.618,9.6,2.9,1.9,0.4
158,Bruce Kuczenski,1984,1984,1,5,51,5,17,0,0,4,4,3,9,2,0,0,8,8,14,.294,,1.000,10.2,2.8,1.8,0.4
159,John Kuester,1980,1980,1,24,100,12,34,0,1,5,7,3,14,16,7,1,5,8,29,.353,.000,.714,4.2,1.2,0.6,0.7
160,Bo Lamar,1976,1976,1,35,908,229,555,21,78,68,92,37,98,135,36,1,75,46,547,.413,.269,.739,25.9,15.6,2.8,3.9
161,Jerome Lane,1992,1992,1,3,30,3,5,0,0,0,6,9,18,4,0,0,3,9,6,.600,,.000,10.0,2.0,6.0,1.3
162,Freddie Lewis,1968,1977,8,575,19534,3260,7627,226,810,2511,3080,738,2230,2279,117,13,1361,1730,9257,.427,.279,.815,34.0,16.1,3.9,4.0
163,Mike Lewis,1969,1969,1,24,457,75,163,0,2,47,68,78,181,29,,,49,68,197,.460,.000,.691,19.0,8.2,7.5,1.2
164,John Long,1987,1989,3,205,5054,1035,2368,61,164,444,492,163,512,496,209,20,328,399,2575,.437,.372,.902,24.7,12.6,2.5,2.4
165,Sidney Lowe,1984,1984,1,78,1238,107,259,2,18,108,139,30,122,269,93,5,106,112,324,.413,.111,.777,15.9,4.2,1.6,3.4
166,Kyle Macy,1987,1987,1,76,1250,164,341,14,46,34,41,25,113,197,59,7,58,136,376,.481,.304,.829,16.4,4.9,1.5,2.6
167,Ian Mahinmi,2013,2016,4,249,4458,459,904,0,3,270,501,392,1142,126,139,216,243,677,1188,.508,.000,.539,17.9,4.8,4.6,0.5
168,Ed Manning,1976,1976,1,12,134,24,60,0,0,12,17,15,37,14,4,2,7,18,60,.400,,.706,11.2,5.0,3.1,1.2
169,Rawle Marshall,2007,2007,1,40,361,32,89,4,18,31,45,8,29,13,12,5,19,22,99,.360,.222,.689,9.0,2.5,0.7,0.3
170,Bill Martin,1986,1986,1,66,691,143,298,0,8,46,54,42,102,52,21,7,58,108,332,.480,.000,.852,10.5,5.0,1.5,0.8
171,Clyde Mayes,1977,1977,1,2,21,3,7,,,1,4,4,7,3,0,2,,5,7,.429,,.250,10.5,3.5,3.5,1.5
172,Dwayne McClain,1986,1986,1,45,461,69,180,1,9,18,35,14,30,67,38,4,40,61,157,.383,.111,.514,10.2,3.5,0.7,1.5
173,George McCloud,1990,1993,4,247,3875,520,1333,146,439,178,234,152,497,503,138,36,296,457,1364,.390,.333,.761,15.7,5.5,2.0,2.0
174,George McGinnis,1972,1982,7,487,15955,3616,7822,82,297,2231,3433,1887,5219,1630,752,158,1917,1792,9545,.462,.276,.650,32.8,19.6,10.7,3.3
175,Dominic McGuire,2013,2013,1,2,12,0,3,0,0,0,2,1,2,1,0,0,0,0,0,.000,,.000,6.0,0.0,1.0,0.5
176,Jerry McKee,1970,1970,1,1,3,0,1,0,0,0,0,0,0,0,,,1,0,0,.000,,,3.0,0.0,0.0,0.0
177,Kevin McKenna,1984,1984,1,61,923,152,371,3,17,80,98,30,95,114,46,5,62,133,387,.410,.176,.816,15.1,6.3,1.6,1.9
178,Derrick McKey,1994,2001,8,450,12488,1536,3257,91,307,805,1072,627,1961,1210,512,232,779,1292,3968,.472,.296,.751,27.8,8.8,4.4,2.7
179,Keith McLeod,2007,2007,1,22,339,32,83,7,22,22,25,1,22,45,7,2,23,30,93,.386,.318,.880,15.4,4.2,1.0,2.0
180,Josh McRoberts,2009,2011,3,147,2400,322,615,31,93,117,170,175,583,210,76,89,124,280,792,.524,.333,.688,16.3,5.4,4.0,1.4
181,Ron Mercer,2002,2003,2,85,1884,269,664,4,21,76,92,38,177,122,51,17,63,145,618,.405,.190,.826,22.2,7.3,2.1,1.4
182,C.J. Miles,2015,2016,2,98,2613,465,1146,233,646,185,233,31,294,107,87,39,107,199,1348,.406,.361,.794,26.7,13.8,3.0,1.1
