Rk,Player,From,To,Yrs,G,MP_total,FG,FGA,3P,3PA,FT,FTA,ORB,TRB_total,AST_total,STL,BLK,TOV,PF,PTS_total,FG%,3P%,FT%,MP,PTS,TRB,AST
63,Adrian Caldwell,1997,1997,1,18,204,10,35,0,2,9,17,20,56,5,8,1,12,27,29,.286,.000,.529,11.3,1.6,3.1,0.3
64,Jim Caldwell,1968,1968,1,12,261,23,66,0,0,10,22,,85,11,,,19,29,56,.348,,.455,21.8,4.7,7.1,0.9
65,Elden Campbell,2005,2005,1,10,50,0,7,0,0,2,4,3,11,3,0,1,1,10,2,.000,,.500,5.0,0.2,1.1,0.3
66,Rick Carlisle,1990,1990,1,5,21,1,7,0,3,0,0,0,0,5,1,1,4,7,2,.143,.000,,4.2,0.4,0.0,1.0
67,Bob Carrington,1978,1978,1,37,1032,157,392,,,72,97,42,112,55,43,12,66,132,386,.401,,.742,27.9,10.4,3.0,1.5
68,Joe Barry Carroll,1989,1990,2,110,2998,522,1215,0,2,261,327,200,723,148,90,137,207,315,1305,.430,.000,.798,27.3,11.9,6.6,1.3
69,Chris Carr,1999,1999,1,28,364,67,179,25,66,25,36,23,59,16,7,1,24,36,184,.374,.379,.694,13.0,6.6,2.1,0.6
70,George Carter,1973,1973,1,83,2976,569,1249,0,9,440,529,205,515,173,,,255,308,1578,.456,.000,.832,35.9,19.0,6.2,2.1
71,Vince Carter,2005,2009,5,374,14157,3126,6987,638,1723,1944,2404,513,2152,1762,435,187,923,1163,8834,.447,.370,.809,37.9,23.6,5.8,4.7
72,Sam Cassell,1997,1999,3,102,3483,698,1582,63,207,529,615,95,316,771,161,27,348,361,1988,.441,.304,.860,34.1,19.5,3.1,7.6
73,Harvey Catchings,1979,1979,1,32,659,74,175,,,47,61,71,204,30,15,56,51,90,195,.423,,.770,20.6,6.1,6.4,0.9
74,Bobby Cattage,1986,1986,1,29,185,28,83,1,5,35,44,15,34,4,6,0,13,23,92,.337,.200,.795,6.4,3.2,1.2,0.1
75,Ron Cavenall,1989,1989,1,5,16,2,3,0,0,2,5,0,2,0,0,2,2,2,6,.667,,.400,3.2,1.2,0.4,0.0
76,Maurice Cheeks,1993,1993,1,35,510,51,93,0,2,24,27,5,42,107,33,2,33,35,126,.548,.000,.889,14.6,3.6,1.2,3.1
77,Josh Childress,2013,2013,1,14,100,6,21,1,3,1,2,6,15,5,2,2,0,3,14,.286,.333,.500,7.1,1.0,1.1,0.4
78,Chris Childs,1995,2003,3,143,3535,436,1077,137,390,316,380,68,319,783,161,12,312,379,1325,.405,.351,.832,24.7,9.3,2.2,5.5
79,Jim Chones,1973,1973,1,82,2153,395,769,0,1,142,240,143,586,95,,,213,291,932,.514,.000,.592,26.3,11.4,7.1,1.2
80,Bob Christian,1970,1970,1,1,4,1,3,0,0,0,0,1,2,0,,,2,1,2,.333,,,4.0,2.0,2.0,0.0
81,Stephen Chubin,1969,1970,2,39,1060,193,512,3,23,175,211,75,138,165,,,142,138,564,.377,.130,.829,27.2,14.5,3.5,4.2
82,Earl Clark,2015,2015,1,10,93,11,30,4,14,1,4,1,23,3,3,4,6,12,27,.367,.286,.250,9.3,2.7,2.3,0.3
83,Ben Coleman,1987,1988,2,95,1686,298,553,0,3,153,205,157,461,76,60,47,166,310,749,.539,.000,.746,17.7,7.9,4.9,0.8
84,Derrick Coleman,1991,1995,5,348,12449,2473,5368,125,454,1859,2413,1148,3690,1093,320,559,1088,966,6930,.461,.275,.770,35.8,19.9,10.6,3.1
85,Jason Collins,2002,2014,8,532,12664,799,1942,6,31,688,1046,789,2323,565,319,305,509,1662,2292,.411,.194,.658,23.8,4.3,4.4,1.1
86,Dallas Comegys,1988,1988,1,75,1122,156,363,0,1,106,150,54,218,65,36,70,116,175,418,.430,.000,.707,15.0,5.6,2.9,0.9
87,Jeffrey Congdon,1971,1971,1,42,579,62,150,4,13,32,37,10,54,97,,,51,50,160,.413,.308,.865,13.8,3.8,1.3,2.3
88,Lester Conner,1989,1991,3,199,5376,604,1360,15,52,413,525,201,677,1047,390,14,346,352,1636,.444,.288,.787,27.0,8.2,3.4,5.3
89,Darwin Cook,1981,1986,6,464,11593,1996,4375,45,216,662,875,344,1056,1970,875,176,938,1058,4699,.456,.208,.757,25.0,10.1,2.3,4.2
90,Joe Cooper,1982,1982,1,1,11,1,2,0,0,0,0,1,2,0,0,0,1,2,2,.500,,,11.0,2.0,2.0,0.0
91,Mark Crow,1978,1978,1,15,154,35,80,,,14,20,14,27,8,5,1,12,24,84,.438,,.700,10.3,5.6,1.8,0.5
92,William Cunningham,1999,1999,1,15,161,3,18,0,0,0,2,13,28,1,1,11,5,30,6,.167,,.000,10.7,0.4,1.9,0.1
