Rk,Player,From,To,Yrs,G,MP_total,FG,FGA,3P,3PA,FT,FTA,ORB,TRB_total,AST_total,STL,BLK,TOV,PF,PTS_total,FG%,3P%,FT%,MP,PTS,TRB,AST
134,Quincy Pondexter,2012,2015,4,168,3055,315,752,110,332,134,184,128,341,136,72,17,97,250,874,.419,.331,.728,18.2,5.2,2.0,0.8
135,James Posey,2004,2005,2,132,3833,495,1126,167,468,374,446,137,622,210,185,63,181,382,1531,.440,.357,.839,29.0,11.6,4.7,1.6
136,Leon Powe,2011,2011,1,16,141,30,60,0,2,28,46,8,25,5,3,1,7,24,88,.500,.000,.609,8.8,5.5,1.6,0.3
137,Brent Price,2000,2001,2,47,454,44,130,26,72,40,46,9,41,74,19,1,51,71,154,.338,.361,.870,9.7,3.3,0.9,1.6
138,Tayshaun Prince,2013,2015,3,139,3750,419,1011,50,143,81,127,82,472,241,75,37,91,126,969,.414,.350,.638,27.0,7.0,3.4,1.7
139,Zach Randolph,2010,2016,7,440,14989,3035,6315,36,169,1486,1969,1617,4725,869,365,133,898,1082,7592,.481,.213,.755,34.1,17.3,10.7,2.0
140,Bryant Reeves,1996,2001,6,395,12071,1999,4208,2,27,945,1345,856,2745,623,200,302,744,1365,4945,.475,.074,.703,30.6,12.5,6.9,1.6
141,Rodrick Rhodes,1999,1999,1,10,123,11,44,1,7,11,19,7,13,10,4,2,15,16,34,.250,.143,.579,12.3,3.4,1.3,1.0
142,Jeremy Richardson,2008,2008,1,3,15,0,6,0,2,0,0,0,1,1,0,0,1,2,0,.000,.000,,5.0,0.0,0.3,0.3
143,Anthony Roberson,2006,2006,1,16,88,14,31,5,10,2,2,0,6,5,1,0,3,6,35,.452,.500,1.000,5.5,2.2,0.4,0.3
144,Lawrence Roberts,2006,2007,2,87,1150,114,252,0,4,106,154,127,310,35,44,15,41,163,334,.452,.000,.688,13.2,3.8,3.6,0.4
145,Chris Robinson,1997,1998,2,57,824,92,245,41,113,17,28,23,84,75,35,10,49,106,242,.376,.363,.607,14.5,4.2,1.5,1.3
146,Larry Robinson,1998,1998,1,6,41,6,19,3,6,2,2,2,12,1,4,0,2,0,17,.316,.500,1.000,6.8,2.8,2.0,0.2
147,Roy Rogers,1997,1997,1,82,1848,244,483,1,1,54,94,139,386,46,21,163,86,214,543,.505,1.000,.574,22.5,6.6,4.7,0.6
148,Quinton Ross,2009,2009,1,68,1164,99,259,33,88,34,42,29,126,47,32,14,36,114,265,.382,.375,.810,17.1,3.9,1.9,0.7
149,Jason Sasser,1999,1999,1,6,39,5,11,0,0,1,2,2,7,2,2,0,2,4,11,.455,,.500,6.5,1.8,1.2,0.3
150,Byron Scott,1996,1996,1,80,1894,271,676,74,221,203,243,40,192,123,63,22,100,126,819,.401,.335,.835,23.7,10.2,2.4,1.5
151,Dennis Scott,2000,2000,1,66,1263,125,333,71,189,48,57,16,106,69,28,9,30,104,369,.375,.376,.842,19.1,5.6,1.6,1.0
152,Josh Selby,2012,2013,2,38,296,31,94,3,21,18,25,2,20,34,9,0,36,24,83,.330,.143,.720,7.8,2.2,0.5,0.9
